ANAKIN	you underestimate the power of the dark side if you will not fight then you will meet your destiny
DARTH SIDIOUS	good  good
===	===
LANDO	watch out squad at 06
REBEL PILOT	ilet us on it gold leader
WEDGE	good shot red two
LANDO	now come on han old buddy docan not let me down
===	===
HAN/	it will over commander the rebels have been routed they am fleeing into the woods we need reinforcements to continue the pursuit
CONTROL ROOM COMMANDER	send three squads to help open the back door
SECOND COMMANDER	yes sir
===	===
HAN	throw me another charge
===	===
ANAKIN	you cannot hide forever luke
LUKE	i will not fight you
ANAKIN	give yourself to the dark side it is the only way you can save your friends yes your thoughts betray you your feelings for them are strong especially for  sister so you have a twin sister your feelings have now betrayed her too obiwan was wise to hide her from me now his failure is complete if you will not turn to the dark side then perhaps she will
LUKE	neverrr
DARTH SIDIOUS	good your hate has made you powerful now fulfill your destiny and take your father will place at my side
LUKE	never i have never turn to the dark side you are failed your highness i am a jedi like my father before me
DARTH SIDIOUS	so be it jedi
===	===
HAN	move move
===	===
ACKBAR	the shield is down commence attack on the death star will main reactor
LANDO	we am on our way red group gold group all fighters follow me laughs told you they is do it
===	===
DARTH SIDIOUS	if you will not be turned you will be destroyed young fool only now at the end do you understand your feeble skills are no match for the power of the dark side you have paid the price for your lack of vision
LUKE	father please help me
DARTH SIDIOUS	now young skywalker you will die
===	===
WEDGE	ilet us going in
LANDO	here goes nothing now lock onto the strongest power source it should be the power generator
WEDGE	form up and stay alert we could run out of space real fast
LANDO	split up and head back to the surface see if you can get a few of those tie fighters to follow you
PILOT	copy gold leader
LANDO	that was too close
===	===
ACKBAR	we are got to give those fighters more time concentrate all fire on that super star destroyer
===	===
CONTROLLER	sir we are lost our bridge deflector shield
PIETT	intensify the forward batteries i docan not want anything to get through intensify forward firepower
COMMANDER	it will too late
===	===
ANAKIN	luke help me take this mask off
LURE	but you have die
ANAKIN	nothing can stop that now just for once  let me look on you with my own eyes now go my son leave me
LUKE	no you am coming with me i  had leave you here i are got to save you
ANAKIN	you already have luke you were right about me tell your sister you were right
LUKE	father  i will not leave you
===	===
WEDGE	there it is
LANDO	all right wedge go for the power regulator on the north tower
WEDGE	copy gold leader ilet us already on my way out
===	===
ACKBAR	move the fleet away from the death star
===	===
LANDO	wedge i docan not think we am going to make it
WEDGE	you have make it just follow me gold leader
LANDO	i promised to return his ship without a scratch i sure hope that old pirate forgives me
===	===
HAN	lando 
C-3PO	misinterpreting han will reference they did it
===	===
